timestep,elapsed,hour,ti,to,tChange,ventilationLoss,transmissionLoss,heatChange,applianceGain,internalGain,co2,consumption,occupancy,heatpumpState,ventilationState
1,0,0,18.889457231040552,0,0.8894572310405522,0,6.236999999999999,-0.0062369999999999995,0,0,0.0004,0,0,off,false
1,1,0,18.880799563142986,0,-0.008657667897566057,0,6.545196930555551,-0.006545196930555551,0,0,0.0004,0,0,off,false
1,2,0,18.87214586334321,0,-0.008653699799776149,0,6.542197048629045,-0.006542197048629044,0,0,0.0004,0,0,off,false
1,3,0,18.863496129822515,0,-0.00864973352069498,0,6.539198541648422,-0.006539198541648422,0,0,0.0004,0,0,off,false
1,4,0,18.854850360763024,0,-0.008645769059491215,0,6.536201408983501,-0.006536201408983502,0,0,0.0004,0,0,off,false
1,5,0,18.846208554347676,0,-0.00864180641534773,0,6.533205650004388,-0.006533205650004387,0,0,0.0004,0,0,off,false
1,6,0,18.83757070876027,0,-0.008637845587404769,0,6.53021126408147,-0.00653021126408147,0,0,0.0004,0,0,off,false
1,7,0,18.828936822185426,0,-0.008633886574845206,0,6.527218250585434,-0.006527218250585433,0,0,0.0004,0,0,off,false
1,8,0,18.820306892808592,0,-0.008629929376834156,0,6.52422660888725,-0.00652422660888725,0,0,0.0004,0,0,off,false
1,9,0,18.811680918816055,0,-0.008625973992536728,0,6.521236338358177,-0.006521236338358177,0,0,0.0004,0,0,off,false
1,10,0,18.803058898394937,0,-0.008622020421118037,0,6.518247438369762,-0.006518247438369763,0,0,0.0004,0,0,off,false
1,11,0,18.794440829733166,0,-0.008618068661771616,0,6.515259908293845,-0.0065152599082938445,0,0,0.0004,0,0,off,false
1,12,0,18.78582671101954,0,-0.00861411871362705,0,6.512273747502541,-0.0065122737475025415,0,0,0.0004,0,0,off,false
1,13,0,18.77721654044365,0,-0.008610170575888532,0,6.50928895536827,-0.00650928895536827,0,0,0.0004,0,0,off,false
1,14,0,18.76861031619595,0,-0.008606224247699856,0,6.506305531263724,-0.0065063055312637235,0,0,0.0004,0,0,off,false
1,15,0,18.760008036467696,0,-0.008602279728254558,0,6.503323474561896,-0.006503323474561897,0,0,0.0004,0,0,off,false
1,16,0,18.751409699450985,0,-0.008598337016710644,0,6.500342784636056,-0.006500342784636056,0,0,0.0004,0,0,off,false
1,17,0,18.742815303338727,0,-0.008594396112258096,0,6.4973634608597655,-0.006497363460859765,0,0,0.0004,0,0,off,false
1,18,0,18.734224846324697,0,-0.00859045701403005,0,6.494385502606868,-0.0064943855026068685,0,0,0.0004,0,0,off,false
1,19,0,18.725638326603463,0,-0.008586519721234254,0,6.491408909251507,-0.006491408909251507,0,0,0.0004,0,0,off,false
1,20,0,18.717055742370444,0,-0.008582584233018054,0,6.488433680168099,-0.0064884336801681,0,0,0.0004,0,0,off,false
1,21,0,18.708477091821862,0,-0.00857865054858209,0,6.4854598147313585,-0.006485459814731358,0,0,0.0004,0,0,off,false
1,22,0,18.699902373154785,0,-0.008574718667077263,0,6.482487312316274,-0.006482487312316275,0,0,0.0004,0,0,off,false
1,23,0,18.6913315845671,0,-0.008570788587686451,0,6.4795161722981325,-0.006479516172298132,0,0,0.0004,0,0,off,false
1,24,0,18.682764724257503,0,-0.00856686030959608,0,6.476546394052499,-0.0064765463940524995,0,0,0.0004,0,0,off,false
1,25,0,18.674201790425542,0,-0.008562933831960606,0,6.473577976955225,-0.0064735779769552245,0,0,0.0004,0,0,off,false
1,26,0,18.66564278127159,0,-0.008559009153952246,0,6.470610920382449,-0.00647061092038245,0,0,0.0004,0,0,off,false
1,27,0,18.657087694996843,0,-0.00855508627474677,0,6.467645223710606,-0.006467645223710606,0,0,0.0004,0,0,off,false
1,28,0,18.648536529803312,0,-0.008551165193530608,0,6.464680886316406,-0.006464680886316406,0,0,0.0004,0,0,off,false
1,29,0,18.639989283893808,0,-0.008547245909504397,0,6.461717907576847,-0.006461717907576847,0,0,0.0004,0,0,off,false
1,30,0,18.631445955472017,0,-0.008543328421790619,0,6.458756286869204,-0.006458756286869204,0,0,0.0004,0,0,off,false
1,31,0,18.62290654274242,0,-0.008539412729597018,0,6.455796023571054,-0.006455796023571054,0,0,0.0004,0,0,off,false
1,32,0,18.614371043910324,0,-0.008535498832095811,0,6.452837117060248,-0.006452837117060249,0,0,0.0004,0,0,off,false
1,33,0,18.60583945718186,0,-0.00853158672846277,0,6.449879566714928,-0.006449879566714928,0,0,0.0004,0,0,off,false
1,34,0,18.59731178076399,0,-0.008527676417870111,0,6.446923371913515,-0.006446923371913515,0,0,0.0004,0,0,off,false
1,35,0,18.58878801286447,0,-0.008523767899522028,0,6.443968532034723,-0.006443968532034723,0,0,0.0004,0,0,off,false
1,36,0,18.5802681516919,0,-0.00851986117256942,0,6.441015046457538,-0.006441015046457539,0,0,0.0004,0,0,off,false
1,37,0,18.571752195455716,0,-0.008515956236184508,0,6.438062914561243,-0.006438062914561243,0,0,0.0004,0,0,off,false
1,38,0,18.56324014236614,0,-0.008512053089575033,0,6.435112135725405,-0.0064351121357254055,0,0,0.0004,0,0,off,false
1,39,0,18.55473199063422,0,-0.008508151731920321,0,6.432162709329867,-0.006432162709329867,0,0,0.0004,0,0,off,false
1,40,0,18.546227738471853,0,-0.00850425216236772,0,6.429214634754757,-0.0064292146347547565,0,0,0.0004,0,0,off,false
